Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation,Elev Gain,Elev Loss,Avg Pace,Best Pace,Total Strokes,Climb Time,Bottom Time,Unnamed: 0,Unnamed: 0.1,Total Reps,Total Sets
Running,2020-10-30 12:35:45,False,Portland Running,3.11,488,00:27:58,156,170,3.2,169,186,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,68.0,0:00,No,00:50.10,4,0.0,,,,,30,59,9:00,7:49,--,27:58,0:00,,,,
Running,2020-10-29 13:12:43,False,Portland Running,6.21,"1,044",00:57:56,163,173,4.1,169,182,,,,,1.02,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,01:47.47,7,0.0,,,,,151,135,9:20,8:10,--,57:56,0:00,,,,
Running,2020-10-27 14:07:59,False,Portland Running,5.02,854,00:46:44,162,176,3.9,166,188,,,,,1.04,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,00:08.66,6,0.0,,,,,118,128,9:19,8:24,--,46:44,0:00,,,,
Running,2020-10-25 13:33:49,False,Portland Running,4.02,644,00:37:58,152,169,3.2,167,184,,,,,1.02,0.0,0.0,0.0,0.0,0.0,,59.0,0:00,No,00:09.85,5,0.0,,,,,144,174,9:27,8:27,--,37:58,0:00,,,,
Running,2020-10-24 11:23:26,False,Portland Running,3.11,484,00:27:41,154,169,3.1,172,184,,,,,1.05,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,00:54.03,4,0.0,,,,,56,92,8:54,7:47,--,27:41,0:00,,,,
Running,2020-10-23 14:04:25,False,Portland Running,5.02,819,00:45:11,160,178,3.8,172,184,,,,,1.04,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,00:09.44,6,0.0,,,,,52,69,9:00,8:09,--,45:11,0:00,,,,
Cycling,2020-10-22 12:36:42,False,Portland Cycling,9.59,209,00:45:31,85,120,0.2,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,55.4,0:00,No,21:33.37,2,0.0,,,,,318,341,12.6,24.2,--,45:31,0:00,,,,
Running,2020-10-21 13:36:20,False,Portland Running,5.01,814,00:45:31,158,169,3.7,171,186,,,,,1.03,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,00:04.19,6,0.0,,,,,56,66,9:05,7:56,--,45:31,0:00,,,,
Cycling,2020-10-20 14:19:22,False,Portland Cycling,10.20,219,00:43:17,88,137,0.3,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,68.0,0:00,No,00:49.25,3,0.0,,,,,295,312,14.1,24.1,--,43:17,0:00,,,,
Running,2020-10-19 07:18:15,False,Portland Running,3.14,493,00:29:26,149,160,3.0,166,182,,,,,1.03,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,01:18.08,4,0.0,,,,,102,154,9:22,8:27,--,29:26,0:00,,,,
Running,2020-10-18 11:27:14,False,Portland Running,4.02,625,00:35:24,158,170,3.5,169,184,,,,,1.08,0.0,0.0,0.0,0.0,0.0,,75.2,0:00,No,00:09.27,5,0.0,,,,,59,59,8:49,7:58,--,35:24,0:00,,,,
Cycling,2020-10-17 14:47:18,False,Portland Cycling,22.21,"1,173",01:42:32,137,165,2.8,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,68.0,0:00,No,09:11.04,5,0.0,,,,,728,728,13.0,26.3,--,1:42:32,0:00,,,,
Running,2020-10-15 13:08:12,False,Portland Running,3.11,513,00:28:45,159,175,3.3,165,182,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,00:57.41,4,0.0,,,,,33,43,9:16,8:13,--,28:45,0:00,,,,
Running,2020-10-14 12:58:51,False,Portland Running,3.14,489,00:28:19,155,175,3.2,168,178,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,01:14.41,4,0.0,,,,,49,85,9:02,7:56,--,28:19,0:00,,,,
Cycling,2020-10-13 14:24:40,False,Portland Cycling,10.36,548,00:50:50,124,170,2.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,02:11.90,3,0.0,,,,,476,502,12.2,26.0,--,50:50,0:00,,,,
Cycling,2020-10-12 15:05:38,False,Portland Cycling,13.84,592,01:09:40,113,173,1.7,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,21:48.68,3,0.0,,,,,469,459,11.9,24.6,--,1:09:40,0:00,,,,
Running,2020-10-10 15:31:39,False,Portland Running,5.01,821,00:47:51,155,164,3.5,167,180,,,,,1.01,0.0,0.0,0.0,0.0,0.0,,75.2,0:00,No,00:03.99,6,0.0,,,,,46,102,9:33,8:46,--,47:51,0:00,,,,
Running,2020-10-09 17:25:55,False,Portland Running,3.11,487,00:29:33,150,169,3.1,163,180,,,,,1.04,0.0,0.0,0.0,0.0,0.0,,75.2,0:00,No,00:59.23,4,0.0,,,,,82,115,9:30,8:13,--,29:33,0:00,,,,
Running,2020-10-08 13:17:44,False,Portland Running,4.01,645,00:36:52,158,174,3.6,165,190,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,00:05.18,5,0.0,,,,,26,49,9:11,6:59,--,36:52,0:00,,,,
Running,2020-10-06 17:24:35,False,Portland Running,3.11,494,00:28:01,160,180,3.5,166,184,,,,,1.07,0.0,0.0,0.0,0.0,0.0,,78.8,0:00,No,00:54.34,4,0.0,,,,,20,33,9:01,8:07,--,28:01,0:00,,,,
Running,2020-10-05 19:21:10,False,Portland Running,2.01,309,00:19:09,149,174,2.7,164,180,,,,,1.03,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,00:07.85,3,0.0,,,,,10,26,9:31,8:00,--,19:09,0:00,,,,
Running,2020-10-04 15:47:11,False,Portland Running,7.02,"1,157",01:06:47,160,172,4.4,167,180,,,,,1.01,0.0,0.0,0.0,0.0,0.0,,78.8,0:00,No,00:09.61,8,0.0,,,,,66,79,9:31,8:36,--,1:06:47,0:00,,,,
Cycling,2020-10-03 15:25:45,False,Portland Cycling,16.06,802,01:14:39,125,168,2.6,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,77.0,0:00,No,06:29.11,4,0.0,,,,,427,404,12.9,23.5,--,1:14:39,0:00,,,,
Running,2020-10-02 17:07:48,False,Portland Running,3.11,493,00:28:28,159,174,3.4,166,184,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,00:48.48,4,0.0,,,,,95,102,9:10,7:42,--,28:28,0:00,,,,
Running,2020-09-30 14:30:18,False,Portland Running,3.11,493,00:27:00,166,183,3.7,168,184,,,,,1.1,0.0,0.0,0.0,0.0,0.0,,86.0,0:00,No,00:59.25,4,0.0,,,,,26,33,8:41,7:47,--,27:00,0:00,,,,
Running,2020-09-28 17:56:57,False,Portland Running,5.02,796,00:46:49,158,170,3.9,166,180,,,,,1.04,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,00:09.38,6,0.0,,,,,39,66,9:20,8:20,--,46:49,0:00,,,,
Running,2020-09-25 18:22:29,False,Portland Running,4.01,656,00:37:59,160,174,3.8,165,184,,,,,1.03,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,00:06.94,5,0.0,,,,,85,128,9:28,8:21,--,37:59,0:00,,,,
Running,2020-09-24 13:57:19,False,Portland Running,3.13,504,00:28:33,162,180,3.6,165,184,,,,,1.07,0.0,0.0,0.0,0.0,0.0,,77.0,0:00,No,00:56.60,4,0.0,,,,,108,115,9:08,7:40,--,28:33,0:00,,,,
Running,2020-09-22 14:25:45,False,Portland Running,3.11,482,00:28:06,158,180,3.5,164,182,,,,,1.09,0.0,0.0,0.0,0.0,0.0,,78.8,0:00,No,00:52.99,4,0.0,,,,,56,46,9:02,7:47,--,28:06,0:00,,,,
Running,2020-09-20 14:24:14,False,Portland Running,4.02,650,00:36:41,163,180,4.2,167,180,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,82.4,0:00,No,00:08.45,5,0.0,,,,,39,46,9:08,8:16,--,36:41,0:00,,,,
Running,2020-09-19 10:32:09,False,Portland Running,4.01,669,00:36:29,168,187,4.7,168,182,,,,,1.05,0.0,0.0,0.0,0.0,0.0,,71.6,0:00,No,00:05.18,5,0.0,,,,,30,46,9:06,8:17,--,36:29,0:00,,,,
Hiking,2020-09-12 15:50:31,False,Valley County Hiking,8.36,"1,611",03:06:00,128,173,2.6,94,215,,,,,0.77,0.0,0.0,0.0,0.0,0.0,,77.0,0:00,No,03:05:59.90,1,0.0,,,,,"2,123","2,159",22:16,7:30,--,3:06:00,0:00,,,,
Running,2020-09-09 12:26:49,False,Portland Running,3.11,499,00:27:37,165,183,3.8,166,178,,,,,1.09,0.0,0.0,0.0,0.0,0.0,,86.0,0:00,No,00:56.20,4,0.0,,,,,39,43,8:53,7:21,--,27:37,0:00,,,,
Running,2020-09-05 17:03:41,False,Portland Running,6.21,"1,033",01:00:05,161,177,4.5,165,176,,,,,1.01,0.0,0.0,0.0,0.0,0.0,,82.4,0:00,No,02:06.27,7,0.0,,,,,62,72,9:40,8:39,--,1:00:05,0:00,41.0,39.0,--,--
Running,2020-09-02 13:02:06,False,Portland Running,3.11,494,00:29:52,153,183,3.4,163,180,,,,,1.03,0.0,0.0,0.0,0.0,0.0,,84.2,0:00,No,00:57.59,4,0.0,,,,,26,36,9:36,8:38,--,29:52,0:00,42.0,40.0,--,--
Cycling,2020-08-31 17:30:42,False,Portland Cycling,8.42,444,00:55:53,111,138,0.9,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,77.0,0:00,No,23:09.41,2,0.0,,,,,167,161,9.0,15.5,--,55:53,0:00,43.0,41.0,--,--
Cycling,2020-08-30 12:59:08,False,Portland Cycling,16.01,765,01:42:39,109,137,0.7,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,77.0,0:00,No,08:08.28,4,0.0,,,,,344,361,9.4,21.3,--,1:42:39,0:00,44.0,42.0,--,--
Running,2020-08-29 16:28:26,False,Portland Running,3.11,426,00:27:42,152,174,3.2,165,178,,,,,1.09,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,00:53.15,4,0.0,,,,,30,10,8:55,7:45,--,27:42,0:00,45.0,43.0,--,--
Running,2020-08-28 19:17:01,False,Portland Running,3.11,518,00:30:44,156,170,3.3,159,180,,,,,1.02,0.0,0.0,0.0,0.0,0.0,,78.8,0:00,No,00:57.100,4,0.0,,,,,16,36,9:53,7:58,--,30:44,0:00,46.0,44.0,--,--
Hiking,2020-08-24 11:21:53,False,Lincoln City Hiking,4.8,844,02:08:36,103,144,1.0,84,163,,,,,0.72,0.0,0.0,0.0,0.0,0.0,,73.4,0:00,No,02:08:36.36,1,0.0,,,,,"1,417","1,385",26:48,13:57,--,2:08:36,0:00,47.0,45.0,--,--
Running,2020-08-20 12:48:59,False,Portland Running,4.01,689,00:39:37,161,183,3.7,161,180,,,,,1.01,0.0,0.0,0.0,0.0,0.0,,82.4,0:00,No,00:08.55,5,0.0,,,,,52,33,9:52,8:27,--,39:37,0:00,48.0,46.0,--,--
Running,2020-08-19 17:43:10,False,Portland Running,2.01,308,00:17:58,157,177,3.0,167,181,,,,,1.08,0.0,0.0,0.0,0.0,0.0,,86.0,0:00,No,00:04.27,3,0.0,,,,,20,33,8:57,8:04,--,17:58,0:00,49.0,47.0,--,--
Running,2020-08-18 14:02:38,False,Portland Running,3.11,496,00:29:18,156,175,3.4,161,180,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,84.2,0:00,No,00:59.06,4,0.0,,,,,33,30,9:26,8:20,--,29:18,0:00,50.0,48.0,--,--
Walking,2020-08-17 12:34:10,False,Portland Walking,2.31,320,00:38:54,98,145,1.1,108,168,,,,,0.88,0.0,0.0,0.0,0.0,0.0,,86.0,0:00,No,05:54.03,3,0.0,,,,,36,33,16:50,9:24,--,38:54,0:00,51.0,49.0,--,--
Running,2020-08-16 15:20:47,False,Portland Running,1.01,159,00:09:58.0,147,163,2.2,163,178,,,,,0.99,0.0,0.0,0.0,0.0,0.0,,89.6,0:00,No,00:02.70,2,0.0,,,,,7,3,9:55,8:30,--,9:58.0,0:00,52.0,50.0,--,--
Running,2020-08-15 18:57:52,False,Portland Running,1.01,142,00:07:37.3,173,181,2.4,176,184,,,,,1.21,0.0,0.0,0.0,0.0,0.0,,89.6,0:00,No,00:03.33,2,0.0,,,,,16,3,7:33,7:08,--,7:37.3,0:00,53.0,51.0,--,--
Running,2020-08-13 20:45:01,False,Portland Running,2.0,313,00:18:32,157,175,3.0,163,172,,,,,1.07,0.0,0.0,0.0,0.0,0.0,,77.0,0:00,No,00:03.11,3,0.0,,,,,20,52,9:15,8:24,--,18:32,0:00,54.0,52.0,--,--
Running,2020-08-12 13:10:10,False,Portland Running,3.11,475,00:27:21,161,175,3.5,169,182,,,,,1.08,0.0,0.0,0.0,0.0,0.0,,75.2,0:00,No,00:56.73,4,0.0,,,,,36,43,8:48,8:07,--,27:21,0:00,55.0,53.0,--,--
Walking,2020-08-10 12:22:17,False,Portland Walking,3.7,537,00:47:28,128,169,2.6,128,181,,,,,0.97,0.0,0.0,0.0,0.0,0.0,,84.2,0:00,No,11:25.82,4,0.0,,,,,62,49,12:50,8:09,--,47:28,0:00,56.0,54.0,--,--
Running,2020-08-08 16:56:25,False,Portland Running,4.02,657,00:37:21,164,178,4.0,164,178,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,82.4,0:00,No,00:08.48,5,0.0,,,,,46,43,9:18,8:19,--,37:21,0:00,57.0,55.0,--,--
Running,2020-08-04 14:01:12,False,Portland Running,3.11,477,00:28:29,158,181,3.4,165,182,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,82.4,0:00,No,00:53.25,4,0.0,,,,,43,52,9:10,7:51,--,28:29,0:00,58.0,56.0,--,--
Running,2020-08-02 15:29:17,False,Portland Running,3.1,477,00:28:57,156,180,3.4,163,186,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,87.8,0:00,No,00:48.52,4,0.0,,,,,26,39,9:21,7:28,--,28:57,0:00,59.0,57.0,--,--
Running,2020-08-01 19:43:23,False,Portland Running,3.1,498,00:28:50,164,179,3.6,164,178,,,,,1.05,0.0,0.0,0.0,0.0,0.0,,78.8,0:00,No,00:56.22,4,0.0,,,,,102,115,9:17,8:11,--,28:50,0:00,60.0,58.0,--,--
Cycling,2020-07-30 12:36:57,False,Portland Cycling,10.11,587,00:48:44,131,177,3.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,84.2,0:00,No,00:33.77,3,0.0,,,,,440,430,12.4,27.1,--,48:44,0:00,61.0,59.0,--,--
Running,2020-07-29 12:42:13,False,Portland Running,4.01,681,00:39:26,163,187,4.2,159,176,,,,,1.03,0.0,0.0,0.0,0.0,0.0,,84.2,0:00,No,00:03.01,5,0.0,,,,,43,43,9:51,8:17,--,39:26,0:00,62.0,60.0,--,--
Cycling,2020-07-23 18:33:20,False,Portland Cycling,10.59,591,01:07:01,118,148,1.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,75.2,0:00,No,05:20.40,3,0.0,,,,,151,144,9.5,19.1,--,1:07:01,0:00,63.0,61.0,--,--
Running,2020-07-23 16:49:24,False,Portland Running,3.11,514,00:30:26,160,181,3.6,162,176,,,,,1.01,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,01:00.98,4,0.0,,,,,16,33,9:47,7:33,--,30:26,0:00,64.0,62.0,--,--
Running,2020-07-22 15:04:46,False,Portland Running,3.0,490,00:27:59,164,178,3.7,165,177,,,,,1.05,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,00:02.07,4,0.0,,,,,52,49,9:19,7:55,--,27:59,0:00,65.0,63.0,--,--
Walking,2020-07-20 12:58:18,False,Portland Walking,1.45,189,00:27:09,99,115,0.3,102,109,,,,,0.84,0.0,0.0,0.0,0.0,0.0,,82.4,0:00,No,08:04.47,2,0.0,,,,,23,26,18:45,15:42,--,27:09,0:00,66.0,64.0,--,--
Running,2020-07-16 11:58:58,False,Portland Running,3.01,482,00:28:27,161,175,3.5,162,178,,,,,1.05,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,00:02.69,4,0.0,,,,,59,59,9:28,8:11,--,28:27,0:00,67.0,65.0,--,--
Cycling,2020-07-15 20:16:05,False,Portland Cycling,6.03,278,00:46:45,98,124,0.3,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,08:43.36,2,0.0,,,,,135,138,7.7,16.3,--,46:45,0:00,68.0,66.0,--,--
Running,2020-07-14 13:26:36,False,Portland Running,4.01,656,00:38:47,159,178,3.9,165,180,,,,,1.01,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,00:03.94,5,0.0,,,,,66,66,9:41,8:35,--,38:47,0:00,69.0,67.0,--,--
Walking,2020-07-12 15:58:52,False,Portland Walking,1.73,284,00:57:20,82,105,0.3,56,137,,,,,0.9,0.0,0.0,0.0,0.0,0.0,,82.4,0:00,No,23:31.84,2,0.0,,,,,75,62,33:12,14:31,--,57:20,0:00,70.0,68.0,--,--
Cycling,2020-07-11 12:37:31,False,Multnomah County Cycling,42.73,"1,576",02:45:24,128,174,2.3,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,11:53.27,9,0.0,,,,,646,"4,275",15.5,34.9,--,2:45:24,0:00,71.0,69.0,--,--
Cycling,2020-07-11 07:48:28,False,Portland Cycling,84.62,--,07:42:36,--,--,--,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0:00,No,07:42:35.100,1,0.0,,,,,"4,797","4,795",11.0,97.4,--,7:42:36,0:00,72.0,70.0,--,--
Cycling,2020-07-11 07:47:50,False,Portland Cycling,41.54,"2,832",03:59:28,146,180,3.3,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,17:17.62,9,0.0,,,,,"4,199",594,10.4,27.9,--,3:59:28,0:00,73.0,71.0,--,--
Running,2020-07-07 17:47:15,False,Portland Running,3.11,500,00:28:38,164,182,3.6,166,180,,,,,1.05,0.0,0.0,0.0,0.0,0.0,,73.4,0:00,No,00:54.00,4,0.0,,,,,33,49,9:13,7:51,--,28:38,0:00,74.0,72.0,--,--
Cycling,2020-07-06 18:33:33,False,Portland Cycling,16.06,787,01:09:45,135,180,3.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,04:42.57,4,0.0,,,,,351,377,13.8,25.8,--,1:09:45,0:00,75.0,73.0,--,--
Stand Up Paddleboarding,2020-07-05 11:58:57,False,Deschutes County SUP,4.9,306,01:23:54,81,96,0.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,77.0,0:00,No,15:32.49,5,0.0,,,,,--,--,17:08,7:00,1645,1:23:54,0:00,76.0,74.0,--,--
Hiking,2020-07-04 08:48:54,False,Deschutes County Hiking,6.23,"1,096",02:34:12,109,166,2.2,91,218,,,,,0.72,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,47:03.89,2,0.0,,,,,"1,562","1,621",24:46,8:23,--,2:34:12,0:00,77.0,75.0,--,--
Walking,2020-07-03 12:56:26,False,Deschutes County Walking,2.64,364,00:56:00,99,118,0.4,93,128,,,,,0.82,0.0,0.0,0.0,0.0,0.0,,86.0,0:00,No,12:48.34,3,0.0,,,,,89,82,21:11,14:54,--,56:00,0:00,78.0,76.0,--,--
Running,2020-07-01 19:43:40,False,Portland Running,3.0,488,00:29:48,155,167,3.2,162,174,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,00:02.52,4,0.0,,,,,36,69,9:55,8:54,--,29:48,0:00,79.0,77.0,--,--
Running,2020-06-25 18:15:10,False,Portland Running,3.11,503,00:28:24,166,177,3.7,165,178,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,84.2,0:00,No,01:03.13,4,0.0,,,,,30,43,9:09,8:03,--,28:24,0:00,80.0,78.0,--,--
Running,2020-06-24 12:39:09,False,Portland Running,3.1,502,00:28:30,164,177,3.6,164,176,,,,,1.07,0.0,0.0,0.0,0.0,0.0,,77.0,0:00,No,00:58.07,4,0.0,,,,,43,49,9:11,8:20,--,28:30,0:00,81.0,79.0,--,--
Running,2020-06-23 12:30:53,False,Portland Running,3.11,510,00:30:23,159,175,3.3,156,174,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,86.0,0:00,No,00:57.76,4,0.0,,,,,30,39,9:46,8:14,--,30:23,0:00,82.0,80.0,--,--
Running,2020-06-22 17:46:47,False,Portland Running,2.01,323,00:19:23,157,170,3.0,163,178,,,,,1.02,0.0,0.0,0.0,0.0,0.0,,86.0,0:00,No,00:03.08,3,0.0,,,,,20,23,9:40,8:49,--,19:23,0:00,83.0,81.0,--,--
Running,2020-06-18 12:33:33,False,Portland Running,2.01,279,00:17:36,147,175,2.7,165,178,,,,,1.11,0.0,0.0,0.0,0.0,0.0,,77.0,0:00,No,00:02.60,3,0.0,,,,,30,30,8:47,8:04,--,17:36,0:00,84.0,82.0,--,--
Running,2020-06-17 12:27:24,False,Portland Running,3.01,491,00:28:06,164,182,3.6,163,178,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,75.2,0:00,No,00:02.88,4,0.0,,,,,49,72,9:21,7:58,--,28:06,0:00,85.0,83.0,--,--
Running,2020-06-15 12:44:41,False,Portland Running,3.12,488,00:28:10,162,180,3.6,162,184,,,,,1.1,0.0,0.0,0.0,0.0,0.0,,71.6,0:00,No,00:53.67,4,0.0,,,,,49,79,9:02,7:36,--,28:10,0:00,86.0,84.0,--,--
Running,2020-06-14 10:02:12,False,Portland Running,2.01,271,00:16:56,151,180,2.9,167,182,,,,,1.14,0.0,0.0,0.0,0.0,0.0,,71.6,0:00,No,00:03.66,3,0.0,,,,,16,46,8:26,7:46,--,16:56,0:00,87.0,85.0,--,--
Running,2020-06-12 18:34:48,False,Portland Running,2.01,312,00:18:50,156,170,3.0,163,180,,,,,1.05,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,00:02.77,3,0.0,,,,,26,52,9:23,7:45,--,18:50,0:00,88.0,86.0,--,--
Cycling,2020-06-10 17:51:16,False,Portland Cycling,10.92,527,01:13:26,110,142,0.6,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,07:32.00,3,0.0,,,,,282,256,8.9,16.7,--,1:13:26,0:00,89.0,87.0,--,--
Running,2020-06-07 17:13:49,False,Portland Running,3.11,473,00:27:43,162,187,3.6,168,186,,,,,1.08,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,00:54.44,4,0.0,,,,,43,89,8:55,7:20,--,27:43,0:00,90.0,88.0,--,--
Running,2020-06-06 13:21:26,False,Portland Running,4.05,641,00:38:07,163,178,3.9,164,188,,,,,1.04,0.0,0.0,0.0,0.0,0.0,,68.0,0:00,No,00:28.54,5,0.0,,,,,154,184,9:24,7:59,--,38:07,0:00,91.0,89.0,--,--
Walking,2020-06-04 12:35:15,False,Portland Walking,3.31,436,00:59:01,93,111,0.5,104,113,,,,,0.87,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,05:26.43,4,0.0,,,,,85,62,17:51,9:13,--,59:01,0:00,92.0,90.0,--,--
Running,2020-06-02 13:34:42,False,Portland Running,2.01,266,00:17:29,150,181,2.8,159,184,,,,,1.16,0.0,0.0,0.0,0.0,0.0,,78.8,0:00,No,00:02.58,3,0.0,,,,,30,33,8:42,7:28,--,17:29,0:00,93.0,91.0,--,--
Cycling,2020-05-31 15:14:32,False,Portland Cycling,31.78,"1,343",02:16:33,129,174,2.6,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,10:16.22,7,0.0,,,,,689,666,14.0,27.9,--,2:16:33,0:00,94.0,92.0,--,--
Running,2020-05-30 19:29:48,False,Portland Running,2.01,301,00:18:30,155,179,3.0,159,186,,,,,1.1,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,00:05.71,3,0.0,,,,,23,49,9:13,7:34,--,18:30,0:00,95.0,93.0,--,--
Running,2020-05-29 12:34:59,False,Portland Running,3.01,488,00:29:46,159,176,3.4,157,180,,,,,1.04,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,00:02.35,4,0.0,,,,,26,26,9:54,8:41,--,29:46,0:00,96.0,94.0,--,--
Running,2020-05-26 11:47:18,False,Portland Running,3.0,475,00:27:47,165,185,3.6,165,178,,,,,1.05,0.0,0.0,0.0,0.0,0.0,,75.2,0:00,No,00:02.28,4,0.0,,,,,39,49,9:15,8:11,--,27:47,0:00,97.0,95.0,--,--
Cycling,2020-05-24 15:37:50,False,Deschutes County Cycling,12.04,802,01:16:56,130,153,2.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,77.0,0:00,No,13:26.27,3,0.0,,,,,315,299,9.4,21.0,--,1:16:56,0:00,98.0,96.0,--,--
Hiking,2020-05-23 11:40:53,False,Deschutes County Hiking,6.89,880,02:38:53,99,150,0.6,89,164,,,,,0.78,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,33:37.13,2,0.0,,,,,371,387,23:04,15:03,--,2:38:53,0:00,99.0,97.0,--,--
Cycling,2020-05-22 13:45:53,False,Deschutes County Cycling,7.67,383,00:44:34,117,146,1.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,57.2,0:00,No,15:12.04,2,0.0,,,,,92,85,10.3,17.3,--,44:34,0:00,100.0,98.0,--,--
Hiking,2020-05-21 16:01:40,False,Deschutes County Hiking,2.6,344,00:56:38,100,149,0.4,94,113,,,,,0.78,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,00:00.00,1,0.0,,,,,98,82,21:49,17:38,--,56:38,0:00,101.0,99.0,--,--
Cycling,2020-05-19 13:50:35,False,Portland Cycling,9.53,438,00:42:21,124,167,2.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,21:06.48,2,0.0,,,,,299,325,13.5,25.9,--,42:21,0:00,102.0,100.0,--,--
Running,2020-05-18 18:02:52,False,Portland Running,3.11,437,00:26:56,155,181,3.2,173,182,,,,,1.08,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,00:57.09,4,0.0,,,,,30,75,8:39,7:55,--,26:56,0:00,103.0,101.0,--,--
Running,2020-05-17 15:36:32,False,Portland Running,6.22,"1,002",00:59:33,163,178,4.5,169,186,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,73.4,0:00,No,01:54.93,7,0.0,,,,,59,105,9:34,8:29,--,59:33,0:00,104.0,102.0,--,--
Running,2020-05-15 12:32:59,False,Portland Running,3.11,489,00:29:08,162,184,3.5,165,182,,,,,1.04,0.0,0.0,0.0,0.0,0.0,,68.0,0:00,No,00:55.34,4,0.0,,,,,43,62,9:22,7:53,--,29:08,0:00,105.0,103.0,--,--
Running,2020-05-12 19:12:31,False,Portland Running,4.01,633,00:38:30,159,174,3.7,163,180,,,,,1.03,0.0,0.0,0.0,0.0,0.0,,68.0,0:00,No,00:03.25,5,0.0,,,,,59,102,9:37,7:54,--,38:30,0:00,106.0,104.0,--,--
Cycling,2020-05-09 15:09:22,False,Portland Cycling,16.01,824,01:13:12,137,169,2.8,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,86.0,0:00,No,04:25.01,4,0.0,,,,,404,400,13.1,30.2,--,1:13:12,0:00,107.0,105.0,--,--
