Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation,Elev Gain,Elev Loss,Avg Pace,Best Pace,Total Strokes,Climb Time,Bottom Time,Unnamed: 0,Unnamed: 0.1,Total Reps,Total Sets
Cycling,2020-01-09 07:55:44,False,Portland Cycling,3.46,117,00:14:35,108,140,1.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,51.8,0:00,No,00:00.00,1,0.0,,,,,33,223,14.3,24.7,--,14:35,0:00,205.0,203.0,--,--
Cycling,2020-01-08 17:11:31,False,Portland Cycling,3.82,218,00:18:49,128,161,2.2,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,53.6,0:00,No,00:00.00,1,0.0,,,,,266,92,12.2,21.1,--,18:49,0:00,206.0,204.0,--,--
Cycling,2020-01-08 07:47:26,False,Portland Cycling,3.52,124,00:16:20,106,131,0.6,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,00:00.00,1,0.0,,,,,33,217,12.9,24.0,--,16:20,0:00,207.0,205.0,--,--
Cycling,2020-01-07 17:39:15,False,Portland Cycling,3.86,227,00:17:51,133,171,2.5,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,55.4,0:00,No,00:00.00,1,0.0,,,,,253,85,13.0,24.7,--,17:51,0:00,208.0,206.0,--,--
Cycling,2020-01-07 07:56:49,False,Portland Cycling,3.51,167,00:15:21,122,154,2.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,00:00.00,1,0.0,,,,,36,223,13.7,24.4,--,15:21,0:00,209.0,207.0,--,--
Cycling,2020-01-06 17:40:00,False,Portland Cycling,3.86,174,00:19:23,114,169,1.7,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,00:00.00,1,0.0,,,,,272,98,11.9,22.6,--,19:23,0:00,210.0,208.0,--,--
Cycling,2020-01-06 07:50:14,False,Portland Cycling,3.41,156,00:16:18,115,150,2.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,53.6,0:00,No,00:00.00,1,0.0,,,,,46,240,12.5,20.9,--,16:18,0:00,211.0,209.0,--,--
Cycling,2020-01-03 17:17:40,False,Portland Cycling,3.81,160,00:18:36,111,131,1.2,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,00:00.00,1,0.0,,,,,285,92,12.3,21.5,--,18:36,0:00,212.0,210.0,--,--
Cycling,2020-01-03 07:55:14,False,Portland Cycling,3.51,168,00:15:00,125,162,2.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,55.4,0:00,No,00:00.00,1,0.0,,,,,36,220,14.0,21.5,--,15:00,0:00,213.0,211.0,--,--
Cycling,2020-01-02 17:45:25,False,Portland Cycling,3.81,228,00:17:33,134,163,2.5,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,59.0,0:00,No,00:00.00,1,0.0,,,,,269,98,13.0,22.6,--,17:33,0:00,214.0,212.0,--,--
Cycling,2020-01-02 07:45:14,False,Portland Cycling,3.51,134,00:15:46,110,149,1.2,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,00:00.00,1,0.0,,,,,36,226,13.4,22.9,--,15:46,0:00,215.0,213.0,--,--
Hiking,2019-12-31 13:33:16,False,Deschutes County Hiking,1.84,485,00:49:23,129,177,3.5,87,220,,,,,0.69,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,00:00.00,1,0.0,,,,,597,607,26:51,15:08,--,49:23,0:00,216.0,214.0,--,--
Hiking,2019-12-27 15:00:47,False,Deschutes County Hiking,3.28,718,01:35:48,116,169,3.2,74,221,,,,,0.75,0.0,0.0,0.0,0.0,0.0,,59.0,0:00,No,00:00.00,1,0.0,,,,,656,679,29:09,17:01,--,1:35:48,0:00,217.0,215.0,--,--
Hiking,2019-12-25 12:41:09,False,Deschutes County Hiking,5.31,707,02:07:27,99,140,1.6,89,196,,,,,0.75,0.0,0.0,0.0,0.0,0.0,,68.0,0:00,No,00:00.00,1,0.0,,,,,397,394,24:01,15:08,--,2:07:27,0:00,218.0,216.0,--,--
Indoor Cycling,2019-12-19 18:30:40,False,Indoor Cycling,0.0,654,00:47:21,145,175,4.2,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,78.8,0:00,No,00:00.00,1,0.0,,,,,--,--,--,--,--,47:21,0:00,219.0,217.0,--,--
Cycling,2019-12-18 17:21:06,False,Portland Cycling,3.74,168,00:18:28,114,160,2.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,59.0,0:00,No,00:00.00,1,0.0,,,,,262,98,12.1,21.8,--,18:28,0:00,220.0,218.0,--,--
Cycling,2019-12-17 07:50:11,False,Portland Cycling,3.48,173,00:14:48,127,154,2.3,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,57.2,0:00,No,00:00.00,1,0.0,,,,,46,226,14.1,23.8,--,14:48,0:00,221.0,219.0,--,--
Cycling,2019-12-16 17:34:43,False,Portland Cycling,3.82,209,00:18:10,128,174,2.5,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,57.2,0:00,No,00:00.00,1,0.0,,,,,272,92,12.6,20.7,--,18:10,0:00,222.0,220.0,--,--
Cycling,2019-12-16 07:53:34,False,Portland Cycling,3.48,179,00:13:54,133,163,2.6,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,59.0,0:00,No,00:00.00,1,0.0,,,,,59,230,15.0,23.5,--,13:54,0:00,223.0,221.0,--,--
Cycling,2019-12-13 17:14:23,False,Portland Cycling,3.85,239,00:20:07,131,171,2.6,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,59.0,0:00,No,00:00.00,1,0.0,,,,,282,92,11.5,18.8,--,20:07,0:00,224.0,222.0,--,--
Cycling,2019-12-13 08:03:50,False,Portland Cycling,3.34,150,00:13:56,122,149,2.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,00:00.00,1,0.0,,,,,39,217,14.4,26.2,--,13:56,0:00,225.0,223.0,--,--
Cycling,2019-12-12 17:13:53,False,Portland Cycling,3.79,224,00:17:58,132,173,3.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,00:00.00,1,0.0,,,,,279,102,12.7,23.6,--,17:58,0:00,226.0,224.0,--,--
Cycling,2019-12-12 07:52:57,False,Portland Cycling,3.43,171,00:14:25,128,167,2.5,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,00:00.00,1,0.0,,,,,36,213,14.3,24.5,--,14:25,0:00,227.0,225.0,--,--
Cycling,2019-12-11 17:30:18,False,Portland Cycling,3.87,277,00:20:08,141,182,3.4,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,00:00.00,1,0.0,,,,,266,95,11.5,21.7,--,20:08,0:00,228.0,226.0,--,--
Cycling,2019-11-25 17:45:40,False,Portland Cycling,3.82,223,00:18:57,129,153,2.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,55.4,0:00,No,00:00.00,1,0.0,,,,,279,95,12.1,20.2,--,18:57,0:00,229.0,227.0,--,--
Cycling,2019-11-25 07:55:57,False,Portland Cycling,3.38,118,00:14:15,110,129,0.6,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,59.0,0:00,No,00:00.00,1,0.0,,,,,36,220,14.3,25.5,--,14:15,0:00,230.0,228.0,--,--
Cycling,2019-11-22 17:16:18,False,Portland Cycling,3.95,238,00:26:11,118,143,1.6,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,00:00.00,1,0.0,,,,,305,125,9.1,21.4,--,26:11,0:00,231.0,229.0,--,--
Cycling,2019-11-22 07:52:57,False,Portland Cycling,3.24,136,00:11:45,126,151,1.8,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,53.6,0:00,No,00:00.00,1,0.0,,,,,36,213,16.6,26.3,--,11:45,0:00,232.0,230.0,--,--
Cycling,2019-11-21 17:39:48,False,Portland Cycling,3.82,221,00:19:58,126,179,2.4,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,00:00.00,1,0.0,,,,,282,98,11.5,22.1,--,19:58,0:00,233.0,231.0,--,--
Cycling,2019-11-21 07:51:50,False,Portland Cycling,3.41,184,00:14:52,131,159,2.3,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,57.2,0:00,No,00:00.00,1,0.0,,,,,46,233,13.8,24.5,--,14:52,0:00,234.0,232.0,--,--
Cycling,2019-11-20 17:25:31,False,Portland Cycling,3.83,181,00:19:03,117,157,1.9,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,00:00.00,1,0.0,,,,,266,92,12.1,24.2,--,19:03,0:00,235.0,233.0,--,--
Cycling,2019-11-20 07:47:26,False,Portland Cycling,3.47,143,00:16:17,112,145,1.4,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,59.0,0:00,No,00:00.00,1,0.0,,,,,30,220,12.8,26.4,--,16:17,0:00,236.0,234.0,--,--
Cycling,2019-11-19 07:48:06,False,Portland Cycling,3.46,152,00:14:50,120,136,1.2,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,00:00.00,1,0.0,,,,,30,203,14.0,23.1,--,14:50,0:00,237.0,235.0,--,--
Cycling,2019-11-18 17:35:30,False,Portland Cycling,3.84,197,00:19:40,119,142,1.6,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,00:00.00,1,0.0,,,,,259,85,11.7,24.3,--,19:40,0:00,238.0,236.0,--,--
Cycling,2019-11-18 07:49:43,False,Portland Cycling,3.52,144,00:14:54,117,146,1.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,00:00.00,1,0.0,,,,,49,203,14.2,25.1,--,14:54,0:00,239.0,237.0,--,--
Cycling,2019-11-15 17:07:21,False,Portland Cycling,3.84,225,00:18:58,130,156,2.3,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,00:00.00,1,0.0,,,,,259,95,12.2,21.6,--,18:58,0:00,240.0,238.0,--,--
Cycling,2019-11-15 07:51:06,False,Portland Cycling,3.49,165,00:15:37,121,146,1.6,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,00:00.00,1,0.0,,,,,30,220,13.4,27.5,--,15:37,0:00,241.0,239.0,--,--
Cycling,2019-11-14 17:38:09,False,Portland Cycling,3.81,253,00:18:05,141,167,2.8,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,00:00.00,1,0.0,,,,,256,82,12.6,22.3,--,18:05,0:00,242.0,240.0,--,--
Cycling,2019-11-14 07:50:04,False,Portland Cycling,3.45,152,00:14:41,120,143,1.4,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,00:00.00,1,0.0,,,,,39,217,14.1,24.2,--,14:41,0:00,243.0,241.0,--,--
Cycling,2019-11-13 07:45:58,False,Portland Cycling,3.5,156,00:15:57,117,141,1.2,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,00:00.00,1,0.0,,,,,36,210,13.2,24.9,--,15:57,0:00,244.0,242.0,--,--
Cycling,2019-11-12 17:29:06,False,Portland Cycling,3.91,238,00:19:12,132,166,2.4,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,00:00.00,1,0.0,,,,,246,82,12.2,21.0,--,19:12,0:00,245.0,243.0,--,--
Cycling,2019-11-12 07:31:21,False,Portland Cycling,3.53,178,00:16:39,123,138,1.5,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,00:00.00,1,0.0,,,,,46,223,12.7,24.0,--,16:39,0:00,246.0,244.0,--,--
Cycling,2019-11-08 17:13:04,False,Portland Cycling,3.85,205,00:19:00,123,147,2.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,00:00.00,1,0.0,,,,,259,82,12.2,21.4,--,19:00,0:00,247.0,245.0,--,--
Cycling,2019-11-08 07:45:20,False,Portland Cycling,3.5,194,00:15:36,132,165,2.5,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,59.0,0:00,No,00:00.00,1,0.0,,,,,43,210,13.5,25.8,--,15:36,0:00,248.0,246.0,--,--
Cycling,2019-11-07 17:43:03,False,Portland Cycling,3.8,188,00:18:59,118,169,2.3,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,68.0,0:00,No,00:00.00,1,0.0,,,,,259,85,12.0,23.0,--,18:59,0:00,249.0,247.0,--,--
Cycling,2019-11-07 07:46:05,False,Portland Cycling,3.56,161,00:15:44,120,144,1.6,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,59.0,0:00,No,00:00.00,1,0.0,,,,,46,230,13.6,26.2,--,15:44,0:00,250.0,248.0,--,--
Cycling,2019-11-06 17:35:07,False,Portland Cycling,3.83,250,00:19:03,136,169,2.9,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,00:00.00,1,0.0,,,,,259,92,12.1,22.5,--,19:03,0:00,251.0,249.0,--,--
Cycling,2019-11-06 07:51:32,False,Portland Cycling,3.56,138,00:16:07,111,140,1.2,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,00:00.00,1,0.0,,,,,39,207,13.2,23.7,--,16:07,0:00,252.0,250.0,--,--
Cycling,2019-11-04 17:42:34,False,Portland Cycling,3.79,200,00:19:45,120,156,2.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,00:00.00,1,0.0,,,,,266,89,11.5,22.4,--,19:45,0:00,253.0,251.0,--,--
Cycling,2019-11-04 07:42:15,False,Portland Cycling,3.56,158,00:16:19,117,147,1.8,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,59.0,0:00,No,00:00.00,1,0.0,,,,,39,213,13.1,25.7,--,16:19,0:00,254.0,252.0,--,--
Running,2019-11-03 15:54:19,False,Portland Running,1.01,127,00:09:43.3,130,143,2.2,158,167,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,68.0,0:00,No,00:05.91,2,0.0,,,,,7,36,9:37,5:04,--,9:43.3,0:00,255.0,253.0,--,--
Cycling,2019-11-01 07:56:02,False,Portland Cycling,1.03,40,00:04:51.5,108,125,0.4,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,55.4,0:00,No,00:00.00,1,0.0,,,,,7,16,12.8,17.2,--,4:51.5,0:00,256.0,254.0,--,--
Cycling,2019-10-31 17:22:54,False,Portland Cycling,3.82,201,00:20:36,120,140,1.8,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,00:00.00,1,0.0,,,,,282,92,11.1,21.5,--,20:36,0:00,257.0,255.0,--,--
Cycling,2019-10-31 07:48:08,False,Portland Cycling,3.56,168,00:15:39,123,149,2.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,53.6,0:00,No,00:00.00,1,0.0,,,,,36,213,13.7,24.0,--,15:39,0:00,258.0,256.0,--,--
Cycling,2019-10-30 17:47:18,False,Portland Cycling,3.81,207,00:18:21,128,170,2.7,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,00:00.00,1,0.0,,,,,285,79,12.5,24.4,--,18:21,0:00,259.0,257.0,--,--
Cycling,2019-10-30 07:48:54,False,Portland Cycling,3.54,164,00:15:46,122,144,2.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,55.4,0:00,No,00:00.00,1,0.0,,,,,36,220,13.5,26.0,--,15:46,0:00,260.0,258.0,--,--
Cycling,2019-10-29 17:49:41,False,Portland Cycling,3.9,181,00:21:39,113,153,1.7,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,55.4,0:00,No,00:00.00,1,0.0,,,,,292,89,10.8,23.4,--,21:39,0:00,261.0,259.0,--,--
Cycling,2019-10-29 07:43:56,False,Portland Cycling,3.52,156,00:14:27,122,153,2.2,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,53.6,0:00,No,00:00.00,1,0.0,,,,,62,246,14.6,28.4,--,14:27,0:00,262.0,260.0,--,--
Cycling,2019-10-28 17:23:34,False,Portland Cycling,3.84,213,00:18:48,128,168,2.6,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,00:00.00,1,0.0,,,,,259,79,12.3,21.2,--,18:48,0:00,263.0,261.0,--,--
Cycling,2019-10-28 07:11:32,False,Portland Cycling,3.52,135,00:13:07,122,158,2.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,55.4,0:00,No,00:00.00,1,0.0,,,,,56,220,16.1,27.1,--,13:07,0:00,264.0,262.0,--,--
Hiking,2019-10-27 12:51:10,False,Clackamas County Hiking,5.07,965,02:37:50,105,142,2.0,75,221,,,,,0.69,0.0,0.0,0.0,0.0,0.0,,57.2,0:00,No,00:00.00,1,0.0,,,,,"1,014","1,040",31:09,12:43,--,2:37:50,0:00,265.0,263.0,--,--
Cycling,2019-10-25 07:52:28,False,Portland Cycling,3.88,172,00:18:15,117,150,2.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,00:00.00,1,0.0,,,,,89,243,12.8,21.7,--,18:15,0:00,266.0,264.0,--,--
Cycling,2019-10-24 17:24:23,False,Portland Cycling,3.8,189,00:19:04,122,158,2.2,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,71.6,0:00,No,00:00.00,1,0.0,,,,,194,13,11.9,22.5,--,19:04,0:00,267.0,265.0,--,--
Cycling,2019-10-24 07:51:03,False,Portland Cycling,3.53,122,00:15:29,108,141,1.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,00:00.00,1,0.0,,,,,46,213,13.7,27.8,--,15:29,0:00,268.0,266.0,--,--
Cycling,2019-10-23 17:45:01,False,Portland Cycling,3.98,192,00:19:26,120,149,2.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,00:00.00,1,0.0,,,,,276,95,12.3,23.9,--,19:26,0:00,269.0,267.0,--,--
Cycling,2019-10-23 07:44:05,False,Portland Cycling,3.53,142,00:14:59,116,141,1.8,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,00:00.00,1,0.0,,,,,46,217,14.1,29.4,--,14:59,0:00,270.0,268.0,--,--
Cycling,2019-10-22 17:36:52,False,Portland Cycling,3.85,178,00:19:24,115,135,1.9,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,00:00.00,1,0.0,,,,,259,89,11.9,25.3,--,19:24,0:00,271.0,269.0,--,--
Cycling,2019-10-22 07:56:11,False,Portland Cycling,3.53,103,00:14:01,105,138,1.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,00:00.00,1,0.0,,,,,43,213,15.1,27.2,--,14:01,0:00,272.0,270.0,--,--
Cycling,2019-10-21 17:41:24,False,Portland Cycling,3.82,227,00:18:28,134,172,3.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,00:00.00,1,0.0,,,,,256,85,12.4,23.8,--,18:28,0:00,273.0,271.0,--,--
Cycling,2019-10-21 07:49:23,False,Portland Cycling,3.46,121,00:15:17,109,140,1.2,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,00:00.00,1,0.0,,,,,33,203,13.6,24.2,--,15:17,0:00,274.0,272.0,--,--
Running,2019-10-19 14:26:35,False,Portland Running,2.03,333,00:21:39,163,183,3.7,157,167,,,,,0.96,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,00:17.13,3,0.0,,,,,39,56,10:39,8:26,--,21:39,0:00,275.0,273.0,--,--
Cycling,2019-10-15 17:46:56,False,Portland Cycling,2.67,132,00:14:55,113,141,1.4,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,71.6,0:00,No,00:00.00,1,0.0,,,,,246,95,10.7,24.4,--,14:55,0:00,276.0,274.0,--,--
Cycling,2019-10-15 07:47:28,False,Portland Cycling,3.57,162,00:16:23,118,157,2.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,00:00.00,1,0.0,,,,,52,230,13.1,22.3,--,16:23,0:00,277.0,275.0,--,--
Cycling,2019-10-11 07:50:05,False,Portland Cycling,3.42,157,00:14:56,122,156,2.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,00:00.00,1,0.0,,,,,49,220,13.7,25.4,--,14:56,0:00,278.0,276.0,--,--
Cycling,2019-10-10 17:21:28,False,Portland Cycling,3.86,199,00:20:08,119,160,2.2,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,00:00.00,1,0.0,,,,,282,105,11.5,23.2,--,20:08,0:00,279.0,277.0,--,--
Cycling,2019-10-10 07:38:28,False,Portland Cycling,3.55,127,00:15:03,110,139,1.2,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,57.2,0:00,No,00:00.00,1,0.0,,,,,59,223,14.2,25.5,--,15:03,0:00,280.0,278.0,--,--
Cycling,2019-10-09 07:46:29,False,Portland Cycling,3.49,138,00:16:34,110,131,1.2,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,59.0,0:00,No,00:00.00,1,0.0,,,,,52,246,12.6,26.4,--,16:34,0:00,281.0,279.0,--,--
Cycling,2019-10-08 17:43:44,False,Portland Cycling,3.81,189,00:19:53,118,143,1.9,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,00:00.00,1,0.0,,,,,262,85,11.5,22.1,--,19:53,0:00,282.0,280.0,--,--
Cycling,2019-10-08 07:47:23,False,Portland Cycling,3.66,164,00:16:37,120,147,2.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,00:00.00,1,0.0,,,,,62,217,13.2,25.4,--,16:37,0:00,283.0,281.0,--,--
Cycling,2019-10-07 07:47:09,False,Portland Cycling,3.48,117,00:15:05,106,127,0.9,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,00:00.00,1,0.0,,,,,46,217,13.9,24.5,--,15:05,0:00,284.0,282.0,--,--
Cycling,2019-09-20 07:52:48,False,Portland Cycling,3.49,153,00:14:53,121,139,1.6,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,00:00.00,1,0.0,,,,,30,210,14.1,24.3,--,14:53,0:00,285.0,283.0,--,--
Cycling,2019-09-19 17:25:21,False,Portland Cycling,3.98,243,00:23:15,124,163,2.3,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,75.2,0:00,No,00:00.00,1,0.0,,,,,253,85,10.3,20.2,--,23:15,0:00,286.0,284.0,--,--
Cycling,2019-09-19 07:42:29,False,Portland Cycling,3.55,132,00:16:01,110,134,0.9,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,00:00.00,1,0.0,,,,,39,203,13.3,24.4,--,16:01,0:00,287.0,285.0,--,--
Cycling,2019-09-06 17:26:08,False,Portland Cycling,3.84,318,00:21:04,152,177,3.5,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,00:00.00,1,0.0,,,,,249,92,10.9,20.7,--,21:04,0:00,288.0,286.0,--,--
Cycling,2019-09-06 07:24:34,False,Portland Cycling,3.52,135,00:17:21,108,136,1.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,71.6,0:00,No,00:00.00,1,0.0,,,,,43,213,12.2,25.4,--,17:21,0:00,289.0,287.0,--,--
Cycling,2019-09-05 08:02:06,False,Portland Cycling,3.52,156,00:18:23,112,134,1.3,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,73.4,0:00,No,00:00.00,1,0.0,,,,,43,207,11.5,23.5,--,18:23,0:00,290.0,288.0,--,--
Cycling,2019-09-04 17:13:44,False,Portland Cycling,3.81,271,00:20:53,138,172,3.4,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,00:00.00,1,0.0,,,,,240,95,10.9,21.4,--,20:53,0:00,291.0,289.0,--,--
Cycling,2019-09-04 07:42:38,False,Portland Cycling,3.39,114,00:16:12,103,130,0.9,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,71.6,0:00,No,00:00.00,1,0.0,,,,,36,203,12.6,25.4,--,16:12,0:00,292.0,290.0,--,--
Running,2019-09-03 20:00:43,False,Portland Running,2.02,349,00:21:04,169,187,4.3,156,167,,,,,0.99,0.0,0.0,0.0,0.0,0.0,,75.2,0:00,No,00:15.19,3,0.0,,,,,26,52,10:25,9:09,--,21:04,0:00,293.0,291.0,--,--
Hiking,2019-09-01 11:22:05,False,Wasco County Hiking,3.3,550,01:24:01,108,151,2.0,88,232,,,,,0.72,0.0,0.0,0.0,0.0,0.0,,84.2,0:00,No,00:00.00,1,0.0,,,,,646,627,25:28,16:55,--,1:24:01,0:00,294.0,292.0,--,--
Running,2019-08-26 20:41:18,False,Portland Running,2.02,343,00:22:17,164,184,3.9,156,173,,,,,0.93,0.0,0.0,0.0,0.0,0.0,,77.0,0:00,No,00:13.28,3,0.0,,,,,36,49,11:04,8:03,--,22:17,0:00,295.0,293.0,--,--
Running,2019-08-25 16:08:04,False,Portland Running,1.44,242,00:14:44,167,184,3.6,161,168,,,,,0.98,0.0,0.0,0.0,0.0,0.0,,84.2,0:00,No,04:38.02,2,0.0,,,,,20,36,10:14,9:04,--,14:44,0:00,296.0,294.0,--,--
Running,2019-08-24 13:06:18,False,Portland Running,2.01,337,00:19:57,171,191,4.4,160,172,,,,,1.01,0.0,0.0,0.0,0.0,0.0,,82.4,0:00,No,00:04.78,3,0.0,,,,,33,49,9:56,8:56,--,19:57,0:00,297.0,295.0,--,--
Running,2019-07-29 20:46:33,False,Portland Running,2.22,287,00:43:37,107,120,0.6,101,110,,,,,0.81,0.0,0.0,0.0,0.0,0.0,,78.8,0:00,No,04:29.78,3,0.0,,,,,23,43,19:39,15:58,--,43:37,0:00,298.0,296.0,--,--
Hiking,2019-07-28 10:48:44,False,Deschutes County Hiking,4.38,623,01:35:55,108,145,0.9,95,159,,,,,0.77,0.0,0.0,0.0,0.0,0.0,,78.8,0:00,No,00:00.00,1,0.0,,,,,226,207,21:55,17:38,--,1:35:55,0:00,299.0,297.0,--,--
Cycling,2019-07-27 14:21:51,False,Deschutes County Cycling,9.75,804,01:09:51,137,163,3.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,86.0,0:00,No,34:18.09,2,0.0,,,,,335,295,8.4,22.2,--,1:09:51,0:00,300.0,298.0,--,--
Hiking,2019-07-27 08:23:32,False,Deschutes County Hiking,0.66,199,00:36:28,94,119,0.5,32,155,,,,,0.92,0.0,0.0,0.0,0.0,0.0,,77.0,0:00,No,02:47.69,2,0.0,,,,,210,167,55:11,19:10,--,36:28,0:00,301.0,299.0,--,--
